-478 498 1531 -434 -241 252 221 269 2908 -73 458 290 -184 698 2306 1147 555 -257 
-337 342 1552 -414 -118 344 346 139 2801 -477 -292 175 -148 456 2633 935 14 65 
-438 670 1490 453 284 68 -182 592 3007 -1261 -280 -77 24 204 2976 568 648 9 
-394 533 1434 -13 -55 253 149 244 3389 -567 -563 -421 -165 76 3120 489 499 212 
-399 554 1730 158 90 -165 -311 113 3104 -2125 189 -449 -80 228 2896 476 63 372 
-452 467 1861 257 -199 -17 126 667 2546 -1474 -48 309 -121 -156 2960 486 364 330 
-380 512 1584 237 103 -349 -253 272 2011 -423 -15 348 -78 -502 3047 390 313 4 
-289 369 2134 337 244 -160 -413 370 1657 -13 -672 10 -163 -93 3036 -269 -93 33 
-209 392 2271 839 85 -1 -407 452 1156 -365 -8 252 53 -165 3280 -739 139 -559 
-275 261 2108 482 785 -105 -536 432 1132 -316 -164 148 85 362 3066 -1418 -511 -378 
-104 359 2791 1572 826 405 -410 550 1058 194 19 63 39 705 3181 -1114 -921 -149 
-215 38 2980 508 81 82 -467 463 1307 687 246 -1 311 334 2618 -1148 51 -46 
234 -23 2939 793 -106 408 -411 445 1353 686 445 61 16 475 2811 -1094 -215 -88 
0 112 3127 615 228 -8 -223 605 1358 305 506 347 263 262 2451 -1765 223 1034 
-16 -309 2636 255 -82 429 -148 305 1757 1726 710 -859 -229 468 2293 -801 -616 139 
-114 -34 2819 45 691 71 -61 514 2156 1377 1077 -701 -300 531 1504 -862 -884 226 
-143 -116 2611 48 380 -69 -329 504 2209 1063 518 -174 -406 307 1539 -59 -284 21 
-113 -179 2730 -111 416 -100 -150 670 2421 918 376 -10 -489 561 1705 -703 -219 247 
35 -236 2939 -266 350 -125 -92 275 2830 1472 533 390 -508 645 1159 -187 -271 17 
-5 132 3091 -401 -467 -179 -170 -110 2996 60 -206 -12 -263 589 1501 319 1013 -98 
-311 315 2819 -1683 -453 -9 -116 -151 2366 145 187 74 -382 429 2012 1370 274 -135 
-242 224 1764 -688 -105 -347 -158 -214 2287 158 745 226 -9 439 2350 1298 734 -336 
-382 628 1607 -954 -489 186 103 51 3005 -617 -216 -2 -24 386 2833 1430 756 263 
-546 451 841 269 510 343 243 -243 3465 -720 545 -94 -244 217 2867 699 574 620 
-760 603 874 264 428 56 -163 213 2885 -1870 -873 -133 26 -40 2751 525 -164 216 
-491 602 1359 193 282 -280 -316 578 1987 -1017 388 343 137 110 2611 -90 63 48 
-58 569 1810 1368 582 -435 -295 462 2148 -438 -220 412 288 123 2675 67 534 215 
45 548 2456 386 949 65 -718 400 1029 -124 -402 161 146 -235 3027 -255 -304 -764 
67 -153 2706 479 578 318 -679 412 801 1211 140 -241 -51 615 2956 -681 131 -69 
-73 -239 2790 503 31 390 -300 427 1451 1126 817 -592 -357 391 2446 -1062 -208 363 
-22 -133 2746 -206 205 158 -274 492 2384 1727 1010 -37 -360 467 2072 -527 221 42 
-217 135 2941 -249 -263 -221 -177 31 2986 439 455 349 -592 547 1753 938 279 272 
-540 181 2801 321 -1461 -610 -388 -18 3060 -549 366 -81 -348 540 1949 834 358 383 
-357 440 1512 -305 -699 -447 -146 -65 2751 -238 92 -49 -216 14 2242 852 693 23 
-324 660 1319 -624 140 -290 -144 96 2781 -440 418 -111 -274 207 2803 532 388 99 
-468 621 1293 650 567 173 -154 372 2575 -526 -123 90 -135 -88 2697 490 254 282 
-802 629 2069 778 412 678 -269 338 2276 -12 -1036 -377 -31 44 2815 236 -24 -9 
-237 182 2451 1022 1032 80 -428 660 1464 -83 -542 345 51 292 2856 -949 230 -300 
-67 427 2729 15 736 206 -607 724 834 213 55 -51 2 373 2808 -365 197 -46 
34 72 2872 295 619 274 -372 576 1334 575 93 -108 -521 514 2629 -1237 8 -29 
-253 -72 2927 134 259 327 -435 390 1817 889 249 318 -22 387 2534 -920 -592 71 
-93 218 2517 395 16 430 -479 287 2091 931 952 -370 -189 490 2339 -886 -391 -167 
21 -49 2732 -167 -34 -106 -418 201 2371 700 97 159 -282 583 1483 -98 -454 232 
137 -245 3060 -617 142 -310 -294 94 2813 949 704 119 -346 538 1365 -16 -42 -40 
-306 311 2781 -1040 -165 -648 -173 92 2943 -160 168 306 -393 445 1481 105 371 -30 
-122 515 2417 -263 -98 -581 17 47 2852 211 280 63 -442 396 1859 614 -8 105 
-426 334 1613 -219 -227 216 -132 73 2726 145 94 135 -15 265 2712 251 20 -168 
-331 624 1433 50 113 88 -237 218 2506 -1166 248 -740 -4 6 3044 734 205 18 
-476 471 1519 836 797 75 -216 191 2092 328 -75 -96 -149 89 2728 -69 197 242 
-305 160 2034 1296 730 61 -394 205 1697 -1128 -287 267 -291 -43 3004 -199 154 -47 
-243 645 2214 402 500 91 -194 256 1873 -333 -640 326 -1 41 2975 -328 -130 -75 
-281 122 2224 842 -203 -491 -463 510 1536 -243 -738 -159 152 530 2199 -337 -669 -714 
-409 104 2796 180 1375 960 -475 568 1118 -75 512 -404 -170 421 2752 275 490 -594 
-59 180 3524 558 -179 295 -381 538 1401 882 167 -274 -203 233 2457 -1557 192 -244 
-319 -12 2822 172 203 176 -254 302 2185 902 -843 -160 -56 583 1932 -816 -234 334 
-267 90 3020 9 -230 -44 -168 226 2452 430 307 160 -536 643 914 -106 459 -87 
-21 498 2752 -644 474 -524 -49 343 2952 -366 689 679 -636 493 1373 899 1236 698 
-41 356 2549 -1060 -22 382 54 158 3115 202 643 350 -67 480 1657 1277 1379 -192 
116 549 2359 -1090 -78 265 212 120 3024 -161 -848 63 -59 346 2188 1059 98 -477 
-312 339 1775 -532 -368 140 62 -110 3213 -541 -216 -96 -146 368 2675 686 -61 128 
-302 608 1659 -732 -535 334 8 66 2954 -486 -449 -296 -66 74 2921 636 445 61 
-454 428 1169 987 174 -302 -158 389 2225 -735 222 -330 32 400 2576 78 701 -143 
-103 495 2359 956 -365 -134 -197 923 1623 498 22 3 -219 -119 3201 -311 96 113 
-228 98 3024 329 -510 -211 -421 854 1448 628 215 441 -412 564 2521 -1187 -328 560 
-456 282 2821 348 246 -85 -348 476 2082 -567 -721 264 -300 317 2275 43 -45 -221 
-413 119 2857 -758 -265 -79 -267 424 2212 562 -497 -191 -125 560 1301 -345 -333 -16 
-667 438 2821 -751 415 94 -277 325 2505 637 -266 -263 -207 380 2001 1148 221 343 
-65 426 2277 -382 -134 -408 -147 154 3052 -275 99 58 -415 434 2550 1533 11 -23 
-176 371 1926 -141 627 -67 -464 -102 2765 -1388 203 162 -681 637 3127 1265 1845 -20 
-39 602 1110 49 168 -349 -175 205 2634 -364 33 -56 -286 179 2761 425 -679 -241 
-342 400 2080 1477 770 566 -375 516 2588 -396 144 -370 -389 -51 3244 128 301 216 
-119 425 1990 -249 -326 145 -307 530 1709 401 -292 119 -549 183 2874 -134 802 -42 
-350 508 1782 668 503 -265 -21 701 1106 -279 -323 -196 -624 462 2792 -663 459 44 
-235 196 2689 754 -545 -3 -150 307 1890 465 101 -115 -126 301 2244 -537 24 199 
-439 -45 3072 645 -593 -509 -147 336 2611 2005 -12 407 -238 501 1869 -248 384 64 
-266 -12 2869 -666 -121 215 -191 259 2553 366 -623 -16 -163 506 1404 271 -499 -485 
-234 433 2274 -779 258 116 -316 141 2946 374 -296 60 -51 307 1949 890 482 142 
149 104 1442 -759 -342 -175 -176 -58 3304 384 851 -19 -224 -1 2981 1130 -521 202 
-78 542 1810 -206 353 86 24 224 2402 139 812 60 -157 288 2562 907 -691 2 
-82 490 1272 35 -233 462 -404 528 2486 -57 421 353 -433 199 3122 -284 -554 302 
-150 405 1339 1131 378 -615 -402 714 2536 145 -223 358 -589 459 3091 7 124 -40 
47 511 2157 -391 301 87 -211 402 2052 -633 -332 68 -153 -77 2541 -946 -79 351 
34 -162 3177 1768 -86 -242 -151 430 1539 62 804 -256 -219 319 2711 215 883 71 
78 377 1815 -199 -106 -391 -75 439 1650 512 -709 -224 -88 462 2559 -1120 -465 638 
-146 42 2919 323 -159 -9 -93 225 2100 1647 747 -218 2 227 1595 -891 -714 -308 
-20 41 2531 579 459 -83 -406 473 2781 805 290 412 -291 849 1777 -525 636 -110 
-242 524 2428 290 268 -18 45 6 2520 131 -464 -211 -101 349 1700 1104 858 -117 
-114 376 2465 -660 -307 262 -239 354 2841 43 -603 -119 -275 371 2201 1865 943 -310 
-479 503 2634 -121 258 -79 -571 480 3083 -245 -72 131 4 214 1629 -295 -322 -252 
-285 415 1708 -1244 174 -131 -371 251 2953 -417 -363 -234 54 212 2257 -955 115 297 
-124 559 844 -9 -99 -186 -113 300 2303 -234 263 473 -247 239 2710 -38 -503 -120 
-355 588 1564 1495 -28 336 -253 386 2421 -192 -504 9 -140 -364 3326 -258 505 558 
-325 126 2290 1198 780 469 -211 660 1476 296 208 282 -209 192 2687 -451 144 60 
-122 -217 3045 870 68 153 -447 609 1664 653 141 93 -175 198 2490 -446 -196 210 
-253 -24 2862 742 225 140 -344 665 2234 520 396 -41 -367 599 2150 -448 -257 160 
-239 51 2922 24 -586 116 -127 512 2077 346 0 50 -348 447 2103 -1134 -95 41 
-185 -27 3533 -544 -266 -271 -176 572 1839 229 249 62 -251 490 1577 -827 69 -178 
-218 -11 2542 -725 465 -200 13 160 2440 339 151 -244 -342 441 1425 439 75 -9 
-356 399 2477 -1117 -305 -135 -173 -117 3104 369 366 7 -214 513 1699 -4 196 0 
-376 517 2464 -1006 -203 -10 -165 -142 3027 391 39 390 -246 399 2021 646 119 -103 
-277 418 1974 279 -141 307 -338 194 2741 -386 -503 -122 -451 441 2126 1294 -293 18 
-272 559 1424 -1384 25 -137 -72 113 2872 -1047 961 -95 -286 295 2469 1312 -153 -169 
-344 509 1180 -518 120 -234 -375 539 2490 432 37 108 -588 44 2922 245 -34 -55 
-289 576 1547 387 140 55 -423 497 2192 -789 -9 698 -277 33 2895 -459 251 282 
-109 345 1903 488 36 -169 23 353 2206 -545 -438 383 -102 -353 3598 -819 449 221 
2 -151 2616 940 811 -29 -127 379 1693 -425 86 -304 -680 486 3169 -1550 -335 -695 
117 -219 2424 269 101 -762 -124 370 1473 -71 100 218 -222 -3 3364 -53 1301 1016 
-153 -239 2930 471 -334 149 -48 371 1781 817 287 116 86 -106 2005 -1264 13 763 
-372 -130 2889 561 -464 -333 8 141 2367 33 -167 -163 1 190 1657 -928 -824 -247 
-208 -308 2874 -490 917 427 -99 296 2014 814 -100 -180 -185 672 1527 -561 55 -57 
-136 -43 2786 -579 598 443 -264 19 2021 -924 -370 -71 -138 455 1323 218 -620 -186 
-283 210 2398 -47 256 470 -574 3 3128 245 -891 -329 138 227 1792 696 500 103 
-271 688 2494 211 1001 -244 -81 -52 3058 349 136 -181 -45 330 1749 86 -47 32 
-66 741 2612 -1401 -163 -366 -201 -14 2471 -270 91 116 -74 277 1871 -449 -1078 -467 
-383 238 2168 -1158 -425 37 117 25 2958 -135 -27 405 -340 674 2862 310 -366 -375 
-46 433 1432 148 -334 130 -6 280 3487 -961 646 42 -132 57 2307 446 -392 -101 
-178 695 1192 -630 657 -265 -121 295 2584 -1008 207 25 -372 411 2683 1328 659 -21 
-126 445 1656 78 3 -527 -144 197 3910 -1251 -914 69 -164 652 1529 1152 -1 -256 
-106 218 1823 424 1440 -176 -462 -257 3711 249 55 59 -50 323 1448 972 -410 -93 
-697 671 2942 606 2230 625 -290 294 2025 235 -518 38 123 8 1547 -932 138 -321 
-860 648 3623 -109 -1726 300 -215 259 2076 724 -800 311 -150 648 1692 -887 82 -447 
-489 217 3565 825 -841 -375 142 407 951 1074 611 446 -157 -64 2527 -434 -743 165 
-136 117 2292 859 26 -26 0 409 1023 -85 315 -134 -37 -117 3094 -252 1028 490 
-272 481 3002 752 61 -160 -123 251 1441 -111 170 -431 -674 336 2930 336 1186 -295 
78 540 1681 669 492 166 -25 229 2034 -496 182 -240 -301 157 2671 605 -750 -347 
-119 607 853 -112 -791 -352 -375 739 2956 -452 -204 114 -355 205 2411 1539 -467 -316 
-154 726 1445 -838 96 -118 -359 -168 3394 489 1308 -615 -15 475 1737 988 -571 238 
-249 288 2810 -202 1378 638 -282 -156 2727 254 -1168 -154 -77 463 998 571 -424 -172 
-447 458 2862 -1106 188 243 -290 192 3333 1255 -373 311 0 400 1711 -1203 381 -277 
-529 454 2561 -1070 -609 67 -344 500 2220 595 439 -29 -363 644 2404 -539 843 -196 
-507 226 2773 -67 1460 178 -118 267 1923 137 -515 70 -214 572 2470 -264 1044 -37 
-729 -1 3825 202 -287 -51 118 670 1495 752 979 129 -416 432 2957 -103 690 38 
-250 -70 3260 523 -999 300 -132 413 1113 647 101 -587 -425 340 2721 9 147 30 
-189 568 2243 286 467 386 -277 446 1655 267 283 -501 39 -15 2854 -856 267 -152 
83 387 1800 110 -312 263 -378 854 2393 -908 -141 -150 -773 239 3359 733 -275 239 
-176 931 1205 829 881 -480 -193 657 2990 -1288 -488 173 -53 147 2331 2241 405 398 
-341 761 1843 -54 644 -212 -786 114 4600 -1300 790 64 64 455 1425 -368 -243 312 
-354 428 1832 33 224 -472 -402 -14 2978 790 -877 328 -283 593 1474 746 1557 -327 
-106 499 2309 -1452 -719 848 -46 -23 3180 1306 551 1130 -259 859 1707 -744 1075 17 
-184 -87 3363 -876 809 -313 -256 170 1589 892 -52 -423 61 533 2107 -1969 139 396 
-439 104 3218 488 -712 -177 -64 520 1022 258 -442 -198 -493 261 2970 -188 -299 719 
-17 331 2560 942 64 -160 65 542 552 458 -472 -220 -362 622 2661 -963 -113 117 
66 -60 2753 475 -259 48 -321 848 1129 42 -671 -93 -32 462 2563 -1157 -632 681 
-66 -298 3088 480 -1197 255 -62 797 1009 48 -305 79 -132 604 2326 -73 156 107 
-357 208 2919 -66 244 150 -335 592 2266 509 -551 229 -32 713 1350 -25 433 -28 
-438 719 2301 -791 -94 -363 -251 223 2689 476 -600 106 87 690 1644 789 128 -131 
-303 935 2051 -958 -380 -246 -87 16 2630 647 -393 298 120 598 990 307 -47 -560 
-237 465 2232 -826 -26 -646 -187 220 2628 143 -678 202 -34 814 1703 977 434 -264 
-315 522 2741 -342 203 225 -234 51 3064 98 1217 664 -224 576 1778 1823 505 260 
-136 379 1452 -359 -1179 -578 539 -70 2971 -449 154 219 -291 400 1949 565 13 -400 
193 87 2439 -1519 -457 -66 449 -32 2634 -250 1040 -75 -374 564 1602 850 160 -85 
410 108 2761 -1785 -502 107 -141 102 3097 584 1016 -48 -409 837 1376 334 -187 -275 
-182 354 2591 -1334 -389 -8 49 89 2904 616 649 153 -560 579 1410 564 -65 -506 
-20 525 1997 -1167 152 -18 283 -57 2682 502 611 172 -367 515 1642 809 118 -527 
-405 670 2368 -885 -654 65 -168 101 2843 893 1021 52 -428 479 1689 233 155 -16 
76 156 2642 -1080 -649 -157 208 -130 2857 1290 718 301 -459 427 1334 420 145 -103 
168 -1 2411 -1117 722 -167 -126 293 2690 1241 635 638 -450 592 1387 69 527 -356 
-120 187 2498 -679 400 -149 111 339 2645 1398 542 141 -823 699 1184 9 -18 548 
582 173 3083 -1107 -421 -269 -50 481 2708 1266 956 -111 -1046 699 1006 95 -151 105 
151 157 2806 -190 -860 420 154 50 2493 289 688 106 -750 838 1088 -314 -318 252 
252 323 3063 -937 -745 -324 100 171 2665 1291 552 306 -434 697 1169 -416 -792 324 
243 440 2735 -753 263 185 152 30 2293 -50 138 9 141 -10 2256 20 68 32 
81 -145 2472 1460 875 537 144 804 2175 796 -505 -135 129 491 2539 -151 -101 -19 
345 -35 2125 -99 -198 -87 65 -117 2466 1233 -851 -652 -119 769 993 -68 258 -84 
-48 -81 3210 -726 349 145 -193 552 2120 151 599 -294 -347 1036 1379 -898 -112 -244 
-133 285 3446 -1036 -730 -187 -364 396 2309 526 177 495 -460 730 2209 -78 996 -482 
-557 361 3746 -504 -992 33 -274 281 2249 -272 597 226 -581 608 2444 -1243 -998 -364 
-427 -105 3733 312 -73 218 -181 -22 2339 1400 -583 203 -23 271 2518 -343 1014 -214 
-224 38 3639 -187 90 -74 -102 356 1669 863 -250 -104 -44 596 2174 -1587 -3 -973 
-179 128 2572 421 -482 279 136 651 783 -222 293 -655 -357 517 2851 244 156 -47 
-46 332 2441 1093 107 486 74 730 1409 -429 622 -116 -568 126 3187 -1079 318 263 
82 15 1971 103 -198 899 -248 605 1856 -1298 -389 -293 -611 351 3474 915 245 233 
38 300 1875 1903 -260 -315 9 347 1670 -525 -66 957 -159 -127 3197 -79 -541 46 
-34 749 1427 1174 -257 -121 313 -195 2264 -785 -672 705 -58 79 2558 874 -267 -167 
-250 804 838 -93 -119 35 254 388 1682 -1464 -182 118 291 200 2210 1015 -284 -234 
-217 536 938 -168 121 -447 -164 -230 3331 -1371 77 -97 -222 449 1485 354 323 412 
-174 404 2424 -1028 636 -362 -433 -27 3421 291 199 265 -160 595 1508 1465 231 146 
-163 468 2616 -643 -1048 -347 -489 430 3221 597 -595 131 -68 597 1025 1321 -705 -264 
-39 1136 2497 -483 -630 467 -297 -83 3144 372 -283 13 -139 542 1375 738 -20 -226 
-322 443 2634 -674 -52 -205 -168 422 2540 176 320 459 -82 732 1578 562 -499 -222 
178 394 2249 101 -606 582 177 20 3278 565 218 185 -284 417 1751 -87 -566 -270 
-578 495 2975 -1240 -237 215 -350 68 2831 989 958 176 -519 543 1551 653 44 59 
-141 123 2698 8 -180 -722 -316 280 2573 1152 279 72 -606 604 1242 -58 92 37 
-172 582 2673 -632 -651 131 -4 214 2611 659 402 84 -435 682 1040 744 588 -84 
-40 569 3269 -468 -521 -358 273 771 2937 -228 79 484 -171 422 1432 798 -284 -97 
289 348 2665 -292 992 130 -136 410 2485 1026 635 -376 96 702 1105 -819 121 -14 
-356 343 2181 44 602 1136 -141 -80 2673 1578 47 323 -65 540 1189 49 -167 -13 
-418 673 1942 -195 501 27 -194 457 2433 936 -613 108 -568 799 2020 668 32 31 
-328 68 3320 -484 -1134 707 -577 442 2029 -113 960 634 -236 320 1853 -325 -545 77 
-41 75 2991 706 -769 -100 -344 125 2106 135 277 -268 -248 367 1662 -1071 -692 554 
187 -218 3254 -363 -671 -291 -39 278 1798 632 567 -335 159 236 2508 -1647 -203 -104 
-81 -113 2804 595 349 538 -377 535 1524 647 493 -40 -108 -217 2447 -444 172 52 
-112 113 2483 1227 610 177 -536 509 1304 -627 -646 -4 15 83 3177 -533 -980 -266 
-100 387 1687 984 567 -334 -135 1 1816 -509 -361 352 123 340 2969 147 994 145 
-669 548 1012 573 520 -193 -110 267 2284 -589 217 -17 -197 186 2386 492 771 -62 
-208 478 1555 -802 -529 340 70 156 3738 -395 -1033 -634 -293 445 1790 -20 -220 -812 
-136 283 2214 -1379 -336 398 -66 -48 3287 361 664 514 -884 727 1656 555 1455 -738 
2 131 1924 -1433 111 371 -38 61 2393 -256 99 622 -483 479 1167 -172 -901 -290 
193 149 2866 292 -436 -23 -188 502 2262 496 409 -468 -374 348 1603 -686 -156 43 
97 51 3537 315 -1040 -232 -321 417 1713 -19 16 97 76 233 2573 -157 -225 -2 
142 247 3073 -220 644 352 -400 504 1383 919 -1070 -111 237 441 2555 -568 -275 -311 
141 516 2886 -42 606 125 -516 631 1474 -491 -907 466 -315 421 2973 -1059 -763 139 
-224 353 2071 1164 450 -199 -266 534 1917 -449 -608 313 -166 -251 3514 -367 -494 -439 
-242 421 1867 844 118 -546 -107 188 2432 -692 -343 25 -133 -203 2947 856 1032 540 
-343 498 982 717 319 57 -213 514 3025 -474 -121 -148 -262 144 2646 1318 861 352 
-262 777 1287 -369 551 -135 58 -259 3666 -20 -717 -279 -431 261 1687 1081 327 -315 
-465 -4 2372 -1924 892 -601 15 231 2738 510 1015 118 -579 481 1152 232 -320 259 
-24 306 3290 -614 -227 -370 -437 365 1878 605 -84 -27 -409 392 1838 -1974 -153 299 
-188 7 2881 501 793 384 -363 367 1007 348 100 -70 -247 81 2764 -601 -117 -319 
-194 153 2666 1011 720 405 -588 696 1177 -133 -880 122 -82 277 2941 949 -699 -953 
-240 -67 2270 1000 631 -9 -190 396 1564 -3 -1554 126 -539 70 3358 1562 -465 798 
-59 642 1644 575 1064 4 -252 184 2311 -870 76 -560 -17 262 2706 604 547 388 
-401 628 1133 167 -128 -78 -302 35 2346 -414 44 -211 31 117 2567 657 369 452 
-453 759 1073 -296 29 15 -199 100 2847 -584 1 -507 -138 191 2212 1332 646 -9 
-152 599 1795 -789 -568 -184 -304 24 2683 -219 584 -654 -175 152 2484 156 -86 71 
-111 223 2312 14 62 63 -49 154 2345 36 50 24 -47 180 2325 17 94 16 
-46 496 2602 -463 1153 630 -554 670 1014 115 -912 64 8 -101 4355 -823 -1455 -674 
-135 89 2077 619 299 -267 -395 440 2073 -694 -461 52 -163 -592 3586 640 139 69 
-437 458 1752 975 430 -38 -193 192 2391 -1291 -135 8 -130 -80 2989 612 158 659 
-475 448 1964 809 221 226 -129 349 2154 -782 192 465 -145 203 2748 588 516 427 
-403 606 1338 132 -137 -242 280 491 1923 480 -103 -299 -90 108 2304 768 1113 -59 
-421 592 1690 -200 -544 197 -604 120 4005 -549 -999 -540 -137 228 2050 449 461 27 
-360 439 1963 -673 871 -453 -146 278 2895 320 330 645 -340 532 1796 551 69 -291 
-159 302 2802 -637 2 109 -100 184 2523 646 265 440 -236 482 1210 212 134 -289 
-253 480 2729 -449 -750 -6 -234 199 2226 -97 1072 -47 -411 478 1569 -96 -673 81 
-294 243 2630 -415 230 -266 -186 321 2590 -717 -1184 405 -294 394 1411 75 -13 -21 
-147 -24 2742 468 1029 605 -419 402 1884 467 279 187 -206 203 2696 -1635 242 -72 
42 -53 2824 310 251 531 -417 356 1600 928 186 -259 -212 164 2314 -848 677 -19 
-230 90 3190 -53 -201 176 -332 359 988 277 287 -229 -250 515 2365 -368 338 1 
-173 150 3015 -78 -17 -336 -223 533 1776 1115 414 182 59 162 2105 -322 75 432 
-70 50 3157 457 1299 -392 0 511 1519 934 173 -81 129 512 2405 -1030 -837 276 
-138 39 3473 404 -393 -28 -8 316 1954 878 -4 -18 -112 515 2226 14 -320 402 
-255 101 3070 319 -761 -270 35 258 1788 925 -570 335 -155 666 2389 -598 -278 301 
-224 400 2846 -543 -59 -101 -107 322 1768 -236 -1223 242 -105 615 2240 -836 -473 -651 
-177 167 4221 352 -950 254 -32 119 1996 260 -613 669 160 613 1610 -575 41 190 
-67 245 2717 403 -664 286 -54 605 2075 -91 -118 -312 -374 639 2010 -359 -209 398 
-193 335 2638 -228 839 -164 -97 247 2151 160 -718 495 7 567 2168 28 133 -541 
-360 579 2634 -1380 448 64 -83 654 2348 137 226 102 -27 527 2055 -110 -117 -84 
-379 375 2931 -414 1364 -97 -137 257 2129 -516 -1041 535 240 520 1609 -479 413 -213 
-160 252 3209 -322 1097 293 -66 400 1807 1656 621 364 -273 782 2722 -433 81 -643 
-351 415 2507 831 762 -253 19 740 1092 -193 222 -115 -354 425 2455 591 698 -425 
-168 272 2124 398 -483 -205 34 578 1002 63 19 -64 -195 313 2360 -326 -83 82 
-493 127 3318 -675 -265 -128 -46 273 1768 41 -255 -185 -147 415 2047 -326 166 123 
-421 113 3460 -430 309 75 122 296 1426 2254 -528 530 -249 76 2537 -983 408 39 
-171 -11 2939 399 55 178 83 749 1048 356 -324 -491 -302 89 2777 -91 25 -182 
-326 -175 2821 662 -997 161 -113 787 1527 -793 607 -289 -342 348 2325 -367 223 289 
5 -109 2472 1382 171 619 -79 657 1528 -1094 325 128 -223 -61 3033 -414 1982 656 
-159 214 2110 587 -522 73 224 480 1720 -1729 -593 -474 -708 444 3333 540 -35 -215 
29 446 1355 1008 -29 80 -225 649 2733 -513 1038 -309 -279 -10 3095 589 -683 115 
166 518 992 -367 -32 -98 -187 908 2519 -157 176 86 13 287 2409 409 -417 86 
119 549 1012 -283 -197 -262 -402 943 2598 -461 804 -467 -123 664 1829 680 514 -58 
-151 635 1285 -1195 126 58 -572 570 2777 -853 624 287 -218 328 2484 791 -248 477 
-149 589 1458 -192 665 -404 -585 674 2679 -150 -151 -15 -480 654 2996 746 210 -100 
-166 586 1423 -968 52 -113 -34 240 2654 -731 14 200 -174 -13 2070 1444 -42 -90 
-206 567 1700 -662 -19 228 -87 -120 3523 -460 -859 -420 -251 148 2005 407 291 -341 
-301 63 1953 -1572 727 641 -229 -140 3105 478 228 -75 -384 667 1303 913 530 -194 
-182 119 2838 -1531 -161 -261 -175 -130 2245 116 496 139 -543 526 942 80 15 -66 
23 430 3014 133 -940 229 -160 377 2027 282 35 -381 -110 469 1933 -468 -93 348 
146 343 3166 41 590 484 -130 541 1822 1244 -359 -149 127 236 2465 -784 -372 86 
139 82 2609 743 592 369 -445 481 1261 -525 -339 204 -19 336 3432 -843 -364 -188 
-226 474 1841 736 178 -405 -326 602 2202 -1342 54 63 170 168 2728 -59 -528 102 
-430 347 3313 -229 1126 -151 -106 399 2025 -402 92 -651 -17 441 3003 277 243 -44 
124 216 1459 328 -568 500 -241 964 2612 -1213 -400 104 -656 409 3435 153 -195 -19 
-15 373 1767 1451 493 204 -90 739 2422 -1030 -239 451 -343 148 2912 -243 -904 -437 
87 611 1421 456 295 44 -274 73 2114 -459 1013 63 -119 275 2168 1553 328 347 
55 417 1490 -232 460 -344 -393 311 2878 303 456 456 -366 891 2222 368 -187 506 
-379 694 1636 -678 -26 -145 -408 291 2775 -906 529 -41 -200 311 1773 358 54 114 
-376 433 2671 -118 186 -265 -322 84 2755 -114 -924 -375 -8 197 2072 810 -475 302 
36 311 2522 -722 28 -107 -489 424 3111 -374 1063 65 -31 277 1757 500 303 273 
